DATE;HEURE;NO;NO2;PM10;PM25;CO2;TEMP;HUMI
28-juin-13;0:00;ND;ND;ND;ND;ND;24;48
28-juin-13;2:00;ND;ND;ND;ND;411;24;50
28-juin-13;3:00;ND;ND;625;165;491;24;52
28-juin-13;5:00;ND;ND;169;49;509;24;51
28-juin-13;10:00;ND;ND;364;168;571;25;52
28-juin-13;14:00;ND;ND;339;143;687;26;53
29-juin-13;2:00;ND;ND;<5;<5;407;25;52
29-juin-13;6:00;ND;ND;198;81;461;25;54
29-juin-13;8:00;ND;ND;120;44;504;25;54
29-juin-13;9:00;ND;ND;176;62;536;25;54
29-juin-13;10:00;ND;ND;119;42;540;25;53
29-juin-13;11:00;ND;ND;121;41;553;25;52
29-juin-13;18:00;ND;ND;135;47;536;26;48
29-juin-13;20:00;ND;ND;122;42;467;25;48
30-juin-13;6:00;ND;ND;143;55;447;24;49
30-juin-13;10:00;ND;ND;156;57;478;25;50
30-juin-13;16:00;ND;ND;251;90;545;27;51
30-juin-13;17:00;ND;ND;173;59;528;27;51
30-juin-13;23:00;ND;ND;43;14;425;26;54
01-juil-13;0:00;ND;ND;75;32;415;26;54
01-juil-13;7:00;ND;ND;177;60;773;26;54
01-juil-13;10:00;ND;ND;319;126;558;26;53
01-juil-13;11:00;ND;ND;412;174;565;27;53
01-juil-13;16:00;ND;ND;247;86;729;28;53
02-juil-13;0:00;ND;ND;56;25;402;26;52
02-juil-13;3:00;ND;ND;44;19;425;25;52
02-juil-13;8:00;ND;ND;315;121;587;27;52
02-juil-13;10:00;ND;ND;235;99;540;27;53
02-juil-13;14:00;ND;ND;319;129;612;28;53
03-juil-13;18:00;ND;ND;291;96;591;27;52
03-juil-13;19:00;ND;ND;155;57;495;26;52
04-juil-13;3:00;ND;ND;25;7;411;25;51
04-juil-13;6:00;ND;ND;188;66;634;26;51
04-juil-13;7:00;ND;ND;258;91;685;26;51
05-juil-13;3:00;ND;ND;50;15;421;26;55
05-juil-13;7:00;ND;ND;261;100;685;27;54
05-juil-13;11:00;ND;ND;297;115;569;27;53
05-juil-13;12:00;ND;ND;329;127;584;27;53
05-juil-13;18:00;ND;ND;410;156;594;28;52
05-juil-13;21:00;ND;ND;223;89;469;27;53
05-juil-13;23:00;ND;ND;158;59;415;27;53
06-juil-13;3:00;ND;ND;28;14;407;26;54
06-juil-13;8:00;ND;ND;149;52;517;26;54
06-juil-13;14:00;ND;ND;225;70;620;28;52
06-juil-13;16:00;ND;ND;177;67;635;28;53
06-juil-13;18:00;ND;ND;188;67;549;28;54
07-juil-13;1:00;ND;ND;18;13;392;27;56
07-juil-13;8:00;ND;ND;145;55;460;27;55
08-juil-13;1:00;ND;ND;33;24;386;28;54
08-juil-13;14:00;ND;ND;248;86;631;29;52
08-juil-13;20:00;ND;ND;293;104;457;29;54
08-juil-13;21:00;ND;ND;175;61;426;28;53
09-juil-13;1:00;ND;ND;18;11;388;28;55
09-juil-13;2:00;ND;ND;13;9;389;28;54
09-juil-13;22:00;ND;ND;97;30;420;29;53
10-juil-13;2:00;ND;ND;8;<5;394;28;52
10-juil-13;14:00;ND;ND;305;201;588;30;53
10-juil-13;16:00;ND;ND;242;79;702;30;52
10-juil-13;22:00;ND;ND;90;29;416;28;52
11-juil-13;5:00;ND;ND;129;41;499;27;49
11-juil-13;7:00;ND;ND;739;272;741;28;50
11-juil-13;14:00;ND;ND;230;83;560;28;49
12-juil-13;17:00;ND;ND;362;121;666;29;51
12-juil-13;18:00;ND;ND;361;145;583;29;51
12-juil-13;21:00;ND;ND;149;51;464;28;50
13-juil-13;9:00;ND;ND;125;44;503;27;51
13-juil-13;10:00;ND;ND;173;59;520;27;51
20-sept-14;15:00;15;67;156;62;597;28;46
21-sept-14;8:00;16;46;62;31;443;26;54
21-sept-14;9:00;8;43;244;96;449;26;54
21-sept-14;17:00;9;51;243;93;460;27;42
21-sept-14;23:00;<2;23;61;22;383;25;41
22-sept-14;0:00;<2;22;8;11;380;25;42
22-sept-14;9:00;58;52;252;126;533;26;42
22-sept-14;16:00;36;45;442;189;769;27;39
22-sept-14;23:00;60;46;82;59;391;25;39
23-sept-14;5:00;162;39;361;189;538;24;46
23-sept-14;7:00;129;57;87;53;634;25;40
23-sept-14;13:00;52;59;234;105;515;25;35
23-sept-14;21:00;13;55;240;120;422;25;38
24-sept-14;1:00;<2;38;23;23;383;24;38
24-sept-14;3:00;296;52;90;64;446;23;43
24-sept-14;20:00;20;48;94;52;425;25;49
25-sept-14;6:00;150;43;337;170;694;24;48
25-sept-14;7:00;192;48;241;107;722;25;48
25-sept-14;8:00;165;50;229;104;538;24;46
25-sept-14;9:00;126;57;345;137;495;24;43
25-sept-14;11:00;45;54;180;83;500;25;37
25-sept-14;16:00;65;58;327;162;746;26;37
25-sept-14;19:00;73;76;66;38;500;25;35
26-sept-14;5:00;134;43;342;137;621;24;46
26-sept-14;19:00;63;64;217;90;553;27;42
26-sept-14;21:00;61;59;271;119;515;26;44
26-sept-14;22:00;36;46;297;130;491;26;47
26-sept-14;23:00;19;47;263;130;435;25;46
27-sept-14;0:00;17;53;51;25;418;25;46
27-sept-14;6:00;61;41;197;76;484;25;49
27-sept-14;8:00;84;51;138;59;534;25;47
27-sept-14;11:00;24;62;179;70;561;26;42
27-sept-14;17:00;82;59;225;96;634;27;45
27-sept-14;20:00;54;58;192;86;500;26;46
27-sept-14;22:00;19;53;121;52;481;26;46
28-sept-14;1:00;<2;44;11;6;407;25;46
28-sept-14;5:00;4;32;188;78;437;25;47
28-sept-14;16:00;<2;60;241;101;496;27;42
29-sept-14;9:00;122;48;518;242;576;26;56
29-sept-14;13:00;50;48;290;131;576;27;52
29-sept-14;19:00;31;44;442;212;517;27;57
29-sept-14;21:00;16;43;219;99;450;26;57
30-sept-14;4:00;16;30;243;108;464;26;56
30-sept-14;10:00;141;54;319;153;584;27;52
30-sept-14;13:00;70;55;282;130;581;28;50
30-sept-14;16:00;41;42;547;266;883;29;50
30-sept-14;17:00;57;54;539;273;776;28;49
30-sept-14;21:00;85;72;169;72;508;27;49
01-oct-14;2:00;19;40;133;94;414;26;48
01-oct-14;7:00;218;44;305;141;803;26;51
01-oct-14;14:00;49;49;239;108;623;28;42
01-oct-14;15:00;48;44;565;252;783;28;43
01-oct-14;21:00;38;57;173;79;452;27;44
02-oct-14;5:00;54;36;391;175;541;26;52
02-oct-14;8:00;119;48;373;168;581;27;48
02-oct-14;13:00;77;61;179;74;571;28;45
02-oct-14;15:00;72;54;365;145;752;28;45
02-oct-14;22:00;43;51;83;35;420;27;48
03-oct-14;4:00;66;35;167;74;452;26;50
03-oct-14;13:00;66;57;293;129;631;28;44
03-oct-14;14:00;55;60;382;164;731;28;41
04-oct-14;5:00;108;56;153;76;504;26;47
04-oct-14;6:00;124;47;303;125;532;26;48
04-oct-14;11:00;40;59;272;115;600;27;45
04-oct-14;18:00;69;53;226;101;558;27;44
04-oct-14;19:00;26;48;163;69;481;26;43
04-oct-14;20:00;7;44;91;37;458;26;39
04-oct-14;21:00;<2;41;85;34;459;26;39
04-oct-14;22:00;<2;33;94;40;435;26;42
05-oct-14;2:00;<2;26;<5;<5;380;25;40
05-oct-14;13:00;15;38;161;68;465;25;36
05-oct-14;15:00;21;45;165;71;472;25;36
05-oct-14;16:00;37;50;110;46;481;25;36
06-oct-14;0:00;17;50;16;9;400;24;36
06-oct-14;5:00;96;34;339;152;556;24;43
06-oct-14;8:00;141;39;279;118;597;24;41
06-oct-14;13:00;40;43;188;81;548;25;39
06-oct-14;17:00;66;47;153;64;813;25;49
06-oct-14;20:00;13;28;293;138;439;24;52
07-oct-14;1:00;5;16;<5;<5;368;24;51
07-oct-14;5:00;24;33;216;94;517;24;53
07-oct-14;7:00;37;39;331;126;744;25;49
07-oct-14;9:00;34;40;226;96;500;25;46
07-oct-14;14:00;39;43;267;124;604;25;41
07-oct-14;15:00;32;35;496;289;730;25;43
07-oct-14;16:00;30;35;429;283;838;26;46
07-oct-14;19:00;49;51;208;99;487;25;40
07-oct-14;20:00;35;49;201;87;446;24;42
08-oct-14;4:00;15;26;139;61;437;24;52
08-oct-14;5:00;40;26;415;219;552;24;56
08-oct-14;13:00;31;38;159;78;527;25;55
08-oct-14;14:00;37;36;178;78;571;25;55
09-oct-14;1:00;<2;13;<5;<5;340;24;52
09-oct-14;2:00;<2;12;<5;<5;340;23;52
09-oct-14;3:00;<2;14;28;15;350;24;53
09-oct-14;12:00;23;44;154;61;491;25;44
09-oct-14;15:00;29;43;296;226;673;26;43
09-oct-14;21:00;16;37;107;50;399;25;52
10-oct-14;6:00;89;31;471;214;627;25;51
10-oct-14;10:00;70;41;237;98;498;25;47
09/01/2015;23:00;5;20;105;42;444;19;63,6
10/01/2015;0:00;260;62;88;52;439;19,1;63,3
10/01/2015;9:00;7;32;128;54;475;18,9;58,5
10/01/2015;14:00;15;34;180;84;559;19,3;58
10/01/2015;19:00;26;50;141;62;543;18,9;52,6
11/01/2015;1:00;3;43;<5;<5;410;17,9;39,2
11/01/2015;2:00;<2;38;<5;<5;408;17,8;38,8
11/01/2015;21:00;<2;32;78;34;436;17,8;40,4
12/01/2015;6:00;17;40;199;95;536;17,7;44,7
12/01/2015;17:00;41;45;225;98;795;19;48
12/01/2015;22:00;<2;31;37;17;433;17,9;46,2
13/01/2015;5:00;3;29;32;16;444;17,7;48,1
13/01/2015;7:00;40;40;264;129;682;18,3;46,8
13/01/2015;12:00;23;38;153;64;523;18,6;49,9
13/01/2015;20:00;17;48;81;36;483;18,8;47,8
13/01/2015;23:00;<2;30;65;30;419;18,2;45,4
14/01/2015;7:00;28;46;163;72;670;18,2;45,2
14/01/2015;13:00;36;52;104;50;539;18,1;42
14/01/2015;16:00;71;58;135;56;689;18,5;40,9
14/01/2015;17:00;95;50;218;101;816;18,9;44,8
14/01/2015;18:00;116;59;210;95;728;18,7;42,6
14/01/2015;22:00;4;37;38;12;445;18;45,7
15/01/2015;2:00;4;17;ND;ND;415;17,6;50
15/01/2015;3:00;4;15;ND;ND;413;17,5;47,8
15/01/2015;8:00;26;43;240;95;742;18,9;45,9
15/01/2015;11:00;19;38;236;114;568;19,2;45,1
16/01/2015;3:00;100;46;76;24;422;18,7;42,8
16/01/2015;10:00;66;44;333;160;568;19,1;45,3
17/01/2015;0:00;19;46;131;68;426;18,2;39,7
17/01/2015;11:00;70;47;163;85;561;18;39,4
18/01/2015;0:00;24;37;230;96;435;17,9;36,2
18/01/2015;3:00;7;34;10;9;408;16,9;35,6
18/01/2015;5:00;8;28;88;45;429;17,2;37,9
18/01/2015;7:00;15;32;120;53;433;17,2;36,8
18/01/2015;8:00;19;32;116;58;443;17,2;36,8
18/01/2015;12:00;15;39;90;37;467;17,3;35,9
18/01/2015;17:00;33;49;96;42;514;17,7;36,2
18/01/2015;20:00;23;44;105;52;451;17,4;34,8
18/01/2015;23:00;23;38;212;94;428;17,2;34,8
19/01/2015;10:00;87;39;323;139;534;17,4;41,6
19/01/2015;12:00;70;36;194;101;542;17,3;41,9
19/01/2015;15:00;62;35;291;143;607;17,6;42,8
19/01/2015;19:00;62;47;295;135;636;17,9;35,6
20/01/2015;4:00;20;44;40;24;435;16,3;35,8
20/01/2015;9:00;97;44;177;88;600;17,3;38,1
20/01/2015;13:00;108;43;229;111;580;17,4;37,7
20/01/2015;18:00;103;40;270;137;797;17,6;38,5
20/01/2015;21:00;64;42;244;102;496;17;32,1
21/01/2015;0:00;19;34;125;66;413;16,6;29,8
21/01/2015;4:00;8;26;43;22;406;15,7;32,5
21/01/2015;12:00;93;32;225;107;558;17;38
21/01/2015;15:00;ND;ND;218;103;610;17,3;37
22/01/2015;17:00;121;49;301;157;871;17,2;39,3
22/01/2015;22:00;43;48;145;80;453;16,1;34,2
22/01/2015;23:00;49;45;113;66;437;16,2;34,5
23/01/2015;8:00;115;50;169;90;796;16,2;36,2
23/01/2015;17:00;106;49;308;164;932;17;38,1
24/01/2015;0:00;14;42;148;70;433;15,6;32,5
23-juin-13;15:00;ND;ND;134;42;459;26;50
23-juin-13;19:00;ND;ND;67;23;438;25;50
24-juin-13;4:00;ND;ND;155;50;425;24;50
24-juin-13;5:00;ND;ND;118;38;479;24;50
24-juin-13;14:00;ND;ND;249;80;555;25;47
25-juin-13;4:00;ND;ND;104;33;438;24;47
25-juin-13;16:00;ND;ND;501;182;861;27;47
25-juin-13;19:00;ND;ND;133;59;466;25;45
25-juin-13;21:00;ND;ND;132;58;465;25;45
25-juin-13;23:00;ND;ND;116;55;398;25;46
26-juin-13;2:00;ND;ND;<5;15;388;24;46
26-juin-13;4:00;ND;ND;104;41;443;24;46
26-juin-13;7:00;ND;ND;213;70;713;25;47
26-juin-13;11:00;ND;ND;168;61;556;25;46
26-juin-13;12:00;ND;ND;236;86;575;26;46
26-juin-13;15:00;ND;ND;186;77;666;26;46
26-juin-13;21:00;ND;ND;126;54;459;26;47
27-juin-13;11:00;ND;ND;152;65;548;26;48
27-juin-13;19:00;ND;ND;142;60;507;26;47
27-juin-13;21:00;ND;ND;118;53;474;26;47
28-juin-13;4:00;ND;ND;411;134;455;24;52
28-juin-13;7:00;ND;ND;217;74;686;25;52
28-juin-13;8:00;ND;ND;204;68;563;25;52
28-juin-13;12:00;ND;ND;154;57;583;25;52
28-juin-13;15:00;ND;ND;285;110;742;26;53
28-juin-13;20:00;ND;ND;189;80;501;26;53
28-juin-13;22:00;ND;ND;196;75;475;25;54
29-juin-13;0:00;ND;ND;34;12;415;25;53
29-juin-13;13:00;ND;ND;164;57;598;26;50
29-juin-13;14:00;ND;ND;191;65;620;26;50
29-juin-13;15:00;ND;ND;185;62;633;26;49
29-juin-13;22:00;ND;ND;171;61;468;25;48
29-juin-13;23:00;ND;ND;192;79;436;25;48
30-juin-13;3:00;ND;ND;27;11;420;24;48
30-juin-13;8:00;ND;ND;153;57;460;25;49
30-juin-13;15:00;ND;ND;172;59;519;26;50
30-juin-13;20:00;ND;ND;133;55;451;26;53
01-juil-13;8:00;ND;ND;251;90;574;26;53
01-juil-13;14:00;ND;ND;225;82;615;27;53
01-juil-13;17:00;ND;ND;298;109;718;28;53
01-juil-13;18:00;ND;ND;229;82;606;27;53
01-juil-13;23:00;ND;ND;172;70;415;26;52
21-mars-13;3:00;ND;ND;47;33;459;18;46
21-mars-13;6:00;ND;ND;464;182;606;18;46
21-mars-13;7:00;ND;ND;677;270;792;19;47
21-mars-13;9:00;ND;ND;395;149;644;18;46
21-mars-13;10:00;ND;ND;483;190;588;19;47
21-mars-13;11:00;ND;ND;386;154;592;19;47
21-mars-13;18:00;ND;ND;552;203;830;20;47
22-mars-13;11:00;111;72;475;185;582;19;45
22-mars-13;20:00;68;85;304;108;542;20;45
23-mars-13;0:00;34;50;229;103;447;19;47
23-mars-13;5:00;30;45;341;124;451;19;46
23-mars-13;6:00;51;52;323;117;465;19;45
23-mars-13;7:00;71;56;311;122;486;19;45
23-mars-13;10:00;88;57;387;147;545;19;46
23-mars-13;16:00;136;75;277;99;677;20;46
23-mars-13;19:00;109;66;234;93;607;20;46
24-mars-13;3:00;13;41;17;26;413;18;45
24-mars-13;13:00;67;55;369;152;522;19;45
24-mars-13;15:00;47;55;371;159;506;19;45
24-mars-13;16:00;65;61;292;125;528;19;45
24-mars-13;17:00;72;64;290;121;530;19;44
24-mars-13;21:00;26;57;254;107;462;19;43
08-sept-13;5:00;18;38;315;119;436;27;47
08-sept-13;14:00;11;42;303;117;471;28;46
08-sept-13;20:00;17;46;321;124;446;28;46
08-sept-13;22:00;12;36;254;100;417;27;48
09-sept-13;1:00;<2;20;7;<5;397;27;46
09-sept-13;4:00;8;29;329;111;446;26;47
09-sept-13;9:00;80;46;411;159;520;27;49
09-sept-13;11:00;97;54;314;114;509;26;53
10-sept-13;4:00;36;35;203;72;424;24;51
10-sept-13;14:00;43;49;264;101;523;26;49
11-sept-13;10:00;67;39;209;81;537;25;52
11-sept-13;11:00;68;45;160;63;531;25;51
11-sept-13;14:00;65;37;397;159;563;25;52
12-sept-13;10:00;70;39;200;69;521;25;52
12-sept-13;14:00;61;49;262;98;581;25;52
12-sept-13;17:00;79;44;307;113;709;26;54
12-sept-13;18:00;75;44;348;134;586;25;54
13-sept-13;0:00;13;33;10;<5;423;24;54
13-sept-13;1:00;10;29;<5;<5;439;24;54
13-sept-13;4:00;32;26;232;83;507;24;54
13-sept-13;5:00;74;29;151;54;569;24;54
13-sept-13;7:00;116;35;452;169;756;25;54
13-sept-13;8:00;103;37;189;69;578;25;54
13-sept-13;14:00;113;28;326;131;541;26;57
13-sept-13;17:00;96;27;563;210;617;27;58
13-sept-13;19:00;58;27;223;86;454;26;58
14-sept-13;5:00;9;23;120;41;370;24;54
14-sept-13;9:00;44;29;246;92;449;25;56
14-sept-13;13:00;60;42;214;77;455;25;54
14-sept-13;16:00;65;46;219;81;473;25;55
14-sept-13;22:00;13;28;173;60;366;24;53
15-sept-13;1:00;4;23;<5;<5;327;23;52
15-sept-13;11:00;12;37;230;76;402;24;49
15-sept-13;12:00;11;37;214;72;358;24;48
15-sept-13;21:00;<2;29;164;55;361;24;49
15-sept-13;23:00;<2;15;93;34;343;24;51
16-sept-13;12:00;50;48;240;95;414;24;50
16-sept-13;15:00;63;46;330;130;536;25;49
16-sept-13;19:00;32;40;164;69;410;24;49
16-sept-13;22:00;9;30;124;40;347;23;48
17-sept-13;7:00;72;38;264;88;576;23;50
17-sept-13;13:00;37;49;180;56;463;24;49
18-sept-13;4:00;6;30;140;48;369;24;53
18-sept-13;18:00;98;50;268;93;469;25;52
19-sept-13;0:00;12;23;ND;ND;476;ND;46
19-sept-13;3:00;6;25;<5;<5;443;ND;43
19-sept-13;6:00;121;48;352;123;700;23;42
19-sept-13;14:00;44;48;347;124;577;24;37
19-sept-13;16:00;38;54;227;75;692;24;37
19-sept-13;17:00;58;55;307;99;665;24;38
19-sept-13;18:00;55;53;412;132;602;24;39
20-sept-13;1:00;12;23;23;15;436;23;49
20-sept-13;3:00;116;42;89;91;429;23;46
20-sept-13;4:00;25;33;287;103;469;23;47
20-sept-13;7:00;109;53;253;83;616;23;47
20-sept-13;8:00;88;50;211;70;503;23;47
20-sept-13;10:00;57;50;179;64;494;23;43
20-sept-13;11:00;52;55;88;32;496;23;42
20-sept-13;12:00;55;56;97;36;482;23;42
20-sept-13;15:00;56;58;246;88;619;24;42
20-sept-13;20:00;40;52;72;29;451;23;44
20-sept-13;22:00;30;47;152;51;408;23;44
21-sept-13;3:00;88;38;52;32;407;22;45
21-sept-13;14:00;59;69;76;27;608;23;44
21-sept-13;17:00;74;71;126;42;543;24;46
21-sept-13;21:00;60;65;88;33;456;23;49
22-sept-13;5:00;30;41;87;33;412;23;52
22-sept-13;7:00;58;41;116;44;455;23;52
22-sept-13;8:00;39;39;91;34;423;23;53
22-sept-13;11:00;36;34;58;19;435;23;54
22-sept-13;18:00;46;39;50;20;439;24;52
22-sept-13;23:00;10;30;46;17;397;23;52
23-sept-13;0:00;6;26;33;16;377;24;51
23-sept-13;1:00;4;22;37;17;371;24;50
23-sept-13;5:00;84;47;295;91;539;24;47
23-sept-13;16:00;97;75;207;67;662;25;44
24-sept-13;2:00;3;33;43;17;375;24;45
24-sept-13;6:00;232;67;196;67;633;24;46
24-mars-13;5:00;11;36;229;97;436;18;46
24-mars-13;6:00;19;36;331;132;436;19;46
24-mars-13;8:00;46;46;319;132;461;19;46
08-sept-13;9:00;15;42;338;134;454;28;47
08-sept-13;12:00;10;41;347;134;458;28;46
08-sept-13;13:00;10;38;347;136;464;28;46
08-sept-13;17:00;19;48;394;147;485;28;45
08-sept-13;23:00;25;33;128;60;403;27;47
09-sept-13;5:00;37;38;467;157;535;27;47
09-sept-13;6:00;69;39;648;238;687;27;48
09-sept-13;8:00;76;44;374;142;558;27;48
09-sept-13;10:00;66;49;397;150;493;26;52
09-sept-13;16:00;55;32;367;143;700;27;56
09-sept-13;22:00;8;32;152;51;405;25;52
09-sept-13;23:00;68;35;171;65;397;25;53
10-sept-13;5:00;53;41;216;85;489;25;52
11-sept-13;1:00;187;64;16;11;318;24;51
11-sept-13;2:00;167;51;6;6;ND;24;51
11-sept-13;7:00;73;32;847;276;675;25;52
11-sept-13;13:00;63;44;170;62;528;25;51
12-sept-13;1:00;6;17;8;40;431;24;52
12-sept-13;5:00;41;35;329;120;512;24;53
12-sept-13;6:00;63;36;490;171;631;25;53
12-sept-13;15:00;62;47;313;117;689;25;53
12-sept-13;23:00;20;33;105;39;462;24;54
13-sept-13;3:00;10;27;34;14;446;24;54
13-sept-13;22:00;40;22;158;58;398;25;58
14-sept-13;1:00;18;12;<5;<5;343;25;58
14-sept-13;8:00;31;26;315;116;422;25;56
14-sept-13;10:00;53;29;276;102;427;25;56
14-sept-13;11:00;62;34;237;86;437;25;55
14-sept-13;12:00;61;39;215;76;475;25;54
14-sept-13;18:00;53;48;81;34;465;24;54
15-sept-13;8:00;31;32;178;60;392;23;50
15-sept-13;14:00;11;40;218;70;392;25;49
15-sept-13;16:00;13;45;223;80;420;25;49
15-sept-13;22:00;<2;21;204;68;366;24;50
16-sept-13;0:00;<2;12;46;16;353;24;52
16-sept-13;6:00;64;40;427;157;601;24;52
16-sept-13;14:00;60;43;331;127;509;25;50
16-sept-13;17:00;57;48;251;88;555;24;49
16-sept-13;18:00;44;46;269;106;448;24;50
16-sept-13;20:00;15;37;141;56;354;23;49
17-sept-13;9:00;69;37;215;73;415;23;50
17-sept-13;10:00;53;36;206;79;412;23;50
17-sept-13;12:00;36;37;193;64;424;24;50
17-sept-13;14:00;41;47;214;66;487;24;49
18-sept-13;0:00;7;23;20;12;372;25;55
18-sept-13;2:00;26;21;<5;<5;331;25;53
18-sept-13;5:00;41;50;113;35;448;24;52
18-sept-13;8:00;61;50;225;82;444;25;52
18-sept-13;11:00;45;50;159;54;464;25;51
18-sept-13;16:00;118;56;189;63;597;25;53
18-sept-13;19:00;70;48;145;51;392;25;51
18-sept-13;22:00;25;41;159;55;355;25;50
19-sept-13;5:00;72;47;210;72;533;22;41
19-sept-13;8:00;142;52;302;110;575;23;39
19-sept-13;10:00;65;51;255;93;518;23;36
19-sept-13;22:00;ND;ND;ND;ND;ND;24;ND
20-sept-13;2:00;468;75;95;87;466;23;51
20-sept-13;14:00;56;53;302;101;566;24;42
20-sept-13;16:00;72;63;145;51;650;24;42
20-sept-13;19:00;78;67;75;33;451;23;44
20-sept-13;21:00;34;49;127;44;460;23;44
20-sept-13;23:00;101;54;105;45;405;22;45
21-sept-13;0:00;65;37;41;25;420;22;46
21-sept-13;16:00;62;69;123;41;565;24;45
21-sept-13;18:00;89;75;120;40;510;24;47
21-sept-13;23:00;82;63;75;35;435;23;50
22-sept-13;9:00;35;36;111;37;441;23;54
22-sept-13;19:00;37;39;60;21;422;23;52
23-sept-13;6:00;128;52;302;102;741;24;48
23-sept-13;7:00;125;44;335;110;745;25;48
23-sept-13;17:00;107;76;194;63;583;25;44
23-sept-13;20:00;45;63;89;33;425;24;46
24-sept-13;7:00;202;60;160;52;652;24;46
24-sept-13;9:00;158;69;133;47;490;24;45
24-sept-13;12:00;98;74;140;50;519;25;45
24-sept-13;14:00;101;89;171;62;551;25;45
24-sept-13;20:00;184;110;103;42;499;25;46
25-sept-13;13:00;90;100;115;34;611;25;44
25-sept-13;19:00;138;107;88;41;508;26;42
25-sept-13;21:00;142;103;110;45;504;26;44
26-sept-13;0:00;131;85;64;37;416;25;49
26-sept-13;1:00;101;64;25;24;419;24;52
26-sept-13;10:00;115;79;106;43;495;26;43
26-sept-13;14:00;150;95;172;60;584;27;42
27-sept-13;3:00;10;28;52;22;361;24;45
27-sept-13;5:00;151;51;89;33;461;25;43
27-sept-13;10:00;151;68;122;46;481;25;43
27-sept-13;13:00;101;82;131;42;574;26;41
27-sept-13;22:00;48;64;97;30;ND;25;42
28-sept-13;0:00;20;50;43;23;ND;25;44
28-sept-13;1:00;54;55;34;20;ND;24;46
28-sept-13;7:00;84;53;84;31;ND;24;46
28-sept-13;20:00;72;52;68;24;ND;25;45
29-sept-13;3:00;20;26;10;9;ND;24;48
29-sept-13;10:00;84;36;72;31;ND;24;49
29-sept-13;18:00;80;57;84;38;ND;25;53
30-sept-13;5:00;97;37;93;30;ND;24;45
13-juil-13;12:00;ND;ND;129;45;531;27;50
13-juil-13;20:00;ND;ND;122;46;450;27;51
14-juil-13;1:00;ND;ND;52;41;407;27;51
14-juil-13;2:00;ND;ND;46;36;412;27;51
14-juil-13;5:00;ND;ND;117;44;439;26;52
20-janv-13;20:00;21;28;427;140;493;16;45
20-janv-13;21:00;18;25;463;153;478;16;46
21-janv-13;0:00;14;16;404;151;434;16;47
21-janv-13;7:00;95;24;778;263;864;17;50
21-janv-13;16:00;219;48;654;242;874;18;49
21-janv-13;18:00;159;38;853;297;907;18;50
21-janv-13;19:00;141;42;635;237;694;17;48
21-janv-13;20:00;108;42;536;199;541;17;47
21-janv-13;22:00;48;35;329;106;475;17;46
22-janv-13;1:00;15;36;24;20;421;17;43
22-janv-13;4:00;138;34;143;60;446;17;46
22-janv-13;5:00;58;27;394;135;474;17;46
22-janv-13;16:00;108;31;923;332;839;18;49
23-janv-13;1:00;280;38;70;39;435;17;48
23-janv-13;4:00;191;38;112;47;434;17;48
23-janv-13;11:00;256;53;482;175;627;18;48
23-janv-13;14:00;99;46;587;219;596;18;48
23-janv-13;18:00;80;48;730;250;858;19;47
23-janv-13;23:00;37;40;387;131;445;18;46
24-janv-13;0:00;344;80;373;134;430;18;48
24-janv-13;1:00;317;66;92;46;423;18;46
24-janv-13;2:00;123;37;20;19;409;18;47
24-janv-13;5:00;155;39;352;135;491;18;46
24-janv-13;6:00;150;38;430;157;592;18;47
24-janv-13;7:00;171;38;646;229;768;18;47
24-janv-13;10:00;143;28;832;275;583;18;48
24-janv-13;11:00;138;32;920;326;591;18;48
25-janv-13;5:00;35;32;420;134;452;17;42
25-janv-13;8:00;169;43;842;265;796;18;44
25-janv-13;12:00;137;42;715;227;692;18;44
25-janv-13;15:00;114;42;646;211;782;18;44
25-janv-13;22:00;27;34;385;109;547;17;42
26-janv-13;0:00;899;98;409;153;545;17;44
26-janv-13;1:00;78;29;84;37;468;16;43
26-janv-13;14:00;118;42;516;167;682;17;46
26-janv-13;20:00;153;53;389;140;626;17;47
26-janv-13;22:00;83;37;445;157;560;18;48
27-janv-13;0:00;25;27;263;84;467;17;48
27-janv-13;10:00;11;26;560;184;485;17;50
27-janv-13;11:00;13;30;499;167;506;17;50
27-janv-13;13:00;21;34;452;154;526;18;50
27-janv-13;16:00;35;37;477;170;558;18;50
27-janv-13;17:00;50;47;439;150;572;18;48
27-janv-13;18:00;47;45;626;200;564;18;48
27-janv-13;19:00;52;51;437;135;540;18;47
28-janv-13;9:00;115;37;775;270;663;18;50
28-janv-13;12:00;64;39;478;170;613;19;49
29-janv-13;2:00;111;24;50;33;419;18;52
29-janv-13;6:00;22;26;466;168;592;19;55
29-janv-13;10:00;38;28;577;231;561;19;54
29-janv-13;15:00;56;35;280;104;624;20;54
29-janv-13;17:00;50;36;380;122;825;20;54
30-janv-13;0:00;358;53;228;191;425;20;54
30-janv-13;5:00;7;21;144;358;443;19;55
30-janv-13;10:00;49;30;277;123;525;20;56
30-janv-13;11:00;48;30;253;111;564;20;57
30-janv-13;18:00;60;47;540;194;790;21;49
30-janv-13;22:00;7;44;162;53;473;20;47
31-janv-13;4:00;27;33;88;27;412;19;47
31-janv-13;10:00;52;32;605;258;624;20;52
31-janv-13;12:00;35;46;303;99;606;20;49
31-janv-13;20:00;44;59;213;84;579;20;48
01-févr-13;1:00;4;33;30;6;432;19;49
01-févr-13;2:00;3;29;7;<5;430;19;49
01-févr-13;4:00;8;31;42;14;444;19;50
