DATE;HEURE;NO;NO2;PM10;CO2;TEMP;HUMI
2014-02-22;02:00;11;44;12;452;18,1;38,9
2014-02-22;03:00;11;43;14;451;18,5;39
2014-02-22;04:00;7;39;17;466;19,4;38,2
2014-02-22;09:00;25;63;15;485;19,6;43
2014-02-22;13:00;36;71;17;500;20;42,7
2014-02-22;15:00;46;78;24;513;20,2;42,7
2014-02-22;16:00;59;83;22;516;20,3;42,6
2014-02-22;19:00;127;99;43;533;20,3;42,6
2014-02-22;23:00;114;81;50;528;20;43,7
2014-02-23;03:00;32;52;13;462;19,9;42,9
2014-02-23;09:00;10;49;14;470;19,5;42,5
2014-02-23;19:00;43;85;27;493;20,2;41,7
2014-02-24;01:00;<2;25;16;439;18,6;51
2014-02-24;07:00;161;93;41;539;19,3;42,7
2014-02-24;14:00;48;77;38;495;20,4;42,2
2014-02-24;15:00;26;68;48;506;20,5;43
2014-02-24;17:00;54;89;44;527;20,9;43,2
2014-02-24;22:00;47;80;29;475;20,4;41,9
2014-02-25;03:00;<2;24;6;427;19,3;40
2014-02-25;05:00;22;60;19;448;19,7;41,6
2014-02-25;11:00;40;71;24;486;20,5;45,8
2014-02-25;20:00;32;78;23;486;20,5;41,7
2014-02-25;22:00;13;56;22;478;20,5;41,5
2014-02-26;03:00;5;36;10;447;18,6;41,1
2014-02-26;06:00;64;75;29;482;18,8;41,9
2014-02-26;08:00;92;78;49;536;19,2;42,8
2014-02-26;10:00;85;80;36;504;19,4;41,3
2014-02-26;12:00;58;78;27;502;19,8;40,4
2014-02-26;16:00;38;75;43;516;20,4;37,2
2014-02-27;00:00;18;58;22;452;19,5;37,8
2014-02-27;10:00;40;70;18;495;19,8;44,6
2014-02-28;03:00;5;34;5;446;17,6;42,8
2014-02-28;09:00;107;86;59;528;19,7;45,6
2014-02-28;11:00;63;80;32;525;19,9;45
2014-02-28;14:00;68;82;29;519;20,3;39,6
2014-02-28;17:00;150;107;45;597;20,5;42,8
2014-02-28;18:00;114;96;50;580;20,5;42,9
2014-02-28;19:00;98;92;44;532;20,4;42,3
2014-03-01;05:00;29;47;23;481;19,2;40,5
2014-03-01;07:00;34;57;16;477;19,3;41,5
2014-03-01;13:00;33;75;20;515;19,8;37,7
2014-03-01;23:00;77;92;47;537;19,9;34,2
2014-03-02;00:00;129;97;44;539;19,9;33,4
2014-03-02;09:00;56;70;33;521;19,1;34,3
2014-07-15;12:00;58;83;45;468;24;47
2014-07-15;13:00;43;77;45;468;25;47
2014-07-15;14:00;66;92;57;495;25;47
2014-07-15;16:00;53;85;58;508;25;47
2014-07-15;19:00;23;62;43;457;25;48
2014-07-15;21:00;6;43;31;442;25;52
2014-07-16;00:00;3;26;17;394;24;53
2014-07-16;01:00;3;26;18;395;24;54
2014-07-16;12:00;29;99;47;490;26;47
2014-07-16;21:00;12;104;50;501;27;47
2014-07-17;01:00;<2;22;17;417;25;53
2014-07-17;08:00;55;72;61;454;25;53
2014-07-17;11:00;40;114;44;486;27;45
2014-07-18;00:00;4;57;37;477;27;44
2014-07-18;03:00;7;52;31;481;26;48
2014-07-18;06:00;127;105;82;521;26;50
2014-07-18;09:00;47;122;66;509;28;51
2014-07-18;10:00;38;135;63;533;28;50
2014-07-18;11:00;27;139;64;542;29;48
2014-07-18;12:00;19;135;60;561;30;46
2014-07-18;21:00;10;72;64;560;29;45
2014-07-19;00:00;11;72;45;517;28;48
2014-07-19;03:00;6;45;36;519;28;51
2014-07-19;04:00;9;51;46;513;27;51
2014-07-19;05:00;13;57;42;502;27;52
2014-07-19;06:00;27;63;47;495;27;53
2014-07-19;12:00;9;74;53;535;28;48
2014-07-19;18:00;31;79;51;542;29;57
2014-07-20;01:00;14;50;34;465;27;57
2014-07-20;10:00;14;48;30;439;26;54
2014-07-20;12:00;23;54;39;465;26;56
2014-07-20;19:00;7;33;26;444;26;50
2014-07-20;23:00;9;31;19;388;25;50
2014-07-21;12:00;16;70;48;446;26;56
2014-07-21;14:00;11;59;40;466;26;52
2014-07-21;18:00;7;50;41;464;27;48
2014-07-21;23:00;4;38;19;393;25;52
2014-07-22;00:00;4;33;25;379;26;51
2014-07-22;17:00;27;75;80;467;26;58
2014-07-22;22:00;6;42;25;401;26;53
2014-07-22;23:00;3;34;23;376;25;53
2014-07-23;00:00;<2;28;30;369;25;54
2014-07-23;14:00;26;101;27;478;27;43
2014-07-24;06:00;57;89;69;461;25;52
2014-07-24;07:00;79;97;78;489;26;52
2014-07-24;10:00;25;96;49;523;27;47
2014-07-24;15:00;14;87;50;579;29;34
2014-07-24;19:00;5;69;49;524;28;38
2014-07-25;05:00;35;77;41;446;26;45
2014-07-25;14:00;13;85;34;545;28;30
2014-07-25;16:00;13;79;48;554;28;32
2014-07-25;17:00;11;75;46;542;28;31
2014-07-25;20:00;3;49;45;500;28;38
2014-07-25;22:00;6;58;39;474;27;43
2014-07-26;02:00;<2;28;19;400;26;44
2014-07-26;09:00;9;51;17;422;26;44
2014-07-26;12:00;9;59;24;455;26;42
2014-07-26;14:00;8;52;39;477;27;43
2014-07-27;00:00;8;49;32;416;26;52
2014-07-27;02:00;8;50;26;393;26;52
2014-07-27;04:00;7;50;21;391;25;50
2014-07-27;07:00;<2;25;30;392;25;48
2014-07-27;10:00;<2;12;35;464;26;43
2014-07-27;11:00;<2;14;42;485;27;40
2014-07-27;13:00;<2;9;56;551;28;37
2014-07-27;16:00;<2;31;77;619;28;39
2014-07-28;05:00;60;55;39;406;25;56
2014-01-21;08:00;128;81;44;467;18,9;43,8
2014-01-21;16:00;117;83;39;456;19,6;41,6
2014-01-21;17:00;87;76;37;457;19,7;41
2014-01-22;00:00;<2;32;24;339;18,5;36,9
2014-01-22;08:00;107;74;50;430;18,6;38,8
2014-01-22;10:00;110;77;40;410;18,8;37,9
2014-01-22;13:00;115;82;38;442;19;37,9
2014-01-23;01:00;23;34;24;375;18,4;43,8
2014-01-23;11:00;64;71;34;455;19,4;45,7
2014-01-23;14:00;75;81;31;460;19,5;46,6
2014-01-23;23:00;16;65;31;405;19,3;40,4
2014-01-24;12:00;94;84;34;487;19,4;41,3
2014-01-24;13:00;96;83;36;493;19,5;41,2
2014-01-25;03:00;15;39;16;385;19,1;41,3
2014-01-25;05:00;16;41;14;392;18,4;40,2
2014-01-25;14:00;82;70;29;507;19,4;45,1
2014-01-25;17:00;91;55;42;536;19,8;48,3
2014-01-26;00:00;51;89;37;448;19,5;37,7
2014-01-26;01:00;37;78;28;418;19,4;36,5
2014-01-26;07:00;31;65;27;426;18,4;40,1
2014-01-26;10:00;38;65;39;444;18,9;43
2014-01-26;15:00;51;56;11;499;19,2;52,7
2014-01-27;00:00;<2;20;11;399;19;41,8
2014-01-27;05:00;21;52;10;411;18,3;37,2
2014-01-27;09:00;60;76;36;465;19,2;37,8
2014-01-27;19:00;69;77;37;493;19,7;37,6
2014-01-27;21:00;20;53;24;452;19,3;37,5
2014-01-27;22:00;22;54;21;453;19,1;37,7
2014-01-27;23:00;12;42;21;427;19;37,5
2014-01-28;10:00;57;67;33;482;19;44,2
2014-01-28;12:00;54;64;29;496;19,2;42,1
2014-01-28;15:00;83;75;46;521;19,3;42,5
2014-01-29;04:00;12;39;13;434;18,8;42,3
2014-01-19;08:00;19;49;22;407;19,3;47,8
2014-01-19;23:00;42;68;42;426;19,5;41,4
2014-01-20;05:00;49;63;24;406;18,8;42,3
2014-01-20;10:00;115;87;45;452;19,6;41,9
2014-01-20;11:00;80;85;39;459;19,7;42,1
2014-01-21;01:00;16;39;34;349;18;57,6
2014-01-21;04:00;14;34;28;339;17,6;41,9
2014-01-21;05:00;40;51;14;352;18,3;42,2
2014-01-21;11:00;90;74;26;438;19,1;41,4
2014-01-21;12:00;93;78;28;427;19,2;41
2014-01-21;15:00;135;84;36;436;19,3;40,2
2014-01-21;21:00;17;49;19;364;18,6;36,1
2014-01-22;20:00;72;62;38;413;19,2;42,3
2014-01-22;22:00;59;56;23;415;19,1;42,9
2014-01-22;23:00;43;44;49;399;19;42,5
2014-01-23;02:00;17;33;22;376;18,7;45,1
2014-01-23;09:00;77;73;41;440;19,2;45,9
2014-01-23;10:00;60;69;39;441;19,2;46,2
2014-01-23;20:00;46;85;33;433;19,6;43,1
2014-01-24;06:00;110;85;37;420;18,5;41,6
2014-01-24;09:00;132;96;52;451;19,3;41,6
2014-01-24;10:00;ND;ND;76;ND;19,1;42,1
2014-01-24;17:00;68;72;49;531;20,2;43,3
2014-01-24;22:00;64;66;35;443;19,5;40,4
2014-01-24;23:00;57;62;36;435;19,5;40,1
2014-01-25;06:00;20;50;17;395;18,5;39,7
2014-01-25;07:00;41;60;17;402;18,6;40,1
2014-01-25;18:00;68;56;46;505;19,8;49,3
2014-01-25;22:00;30;76;18;456;19,5;40,1
2014-01-26;03:00;28;65;39;419;18,7;36,1
2014-01-26;06:00;23;61;27;428;18,5;39,7
2014-01-26;08:00;21;56;25;424;18,6;40,3
2014-01-26;14:00;55;58;22;499;19,1;51,8
2014-01-26;22:00;6;33;23;427;19,2;43,1
2014-01-27;01:00;<2;21;19;402;19,1;40
2014-01-27;08:00;68;77;42;493;19;39,2
2014-01-28;08:00;72;68;59;551;18,4;42,9
2014-01-28;14:00;52;68;27;497;19,2;42
2014-01-29;00:00;5;27;9;419;19,2;43,5
2014-01-29;02:00;<2;20;8;434;19,1;42,8
2014-01-29;06:00;93;72;20;461;18,4;42,1
2014-01-29;16:00;126;76;45;546;19,6;44,2
2014-01-29;17:00;112;72;41;567;19,6;43,4
2014-01-30;05:00;71;61;23;439;18,3;43,8
2014-01-30;06:00;119;73;28;462;18,3;44,5
2014-01-30;09:00;127;76;54;494;19,1;45,4
2014-01-30;18:00;117;70;56;573;20;45,8
2014-01-31;07:00;341;110;56;542;18,5;43,9
2014-01-31;11:00;ND;ND;67;ND;19,1;41,6
2014-01-31;12:00;98;74;45;484;19,2;42,3
2014-01-31;20:00;16;44;22;470;19,8;40,3
2014-01-31;22:00;16;44;13;456;19,4;44,1
2014-02-01;05:00;7;30;8;416;18,7;48
2014-02-01;16:00;79;86;41;538;19,9;40,2
2014-02-01;19:00;73;84;39;491;19,9;40,4
2014-02-01;20:00;82;87;35;490;19,6;38,8
2014-02-02;05:00;18;42;29;402;18,4;37,4
2014-02-02;18:00;72;80;45;486;19,3;41,2
2014-02-02;21:00;55;70;35;432;19,1;40,1
2014-02-03;03:00;15;43;21;382;16,8;41,8
2014-02-03;10:00;69;71;39;433;19;38,8
2014-02-03;11:00;50;66;28;440;19,2;38
2014-02-03;16:00;45;68;46;476;19,9;39,3
2014-02-03;17:00;57;73;45;505;19,9;39,2
2014-02-03;19:00;51;68;32;451;19,7;39,2
2014-02-04;01:00;<2;14;11;387;18,8;38,3
2014-02-04;03:00;<2;20;15;370;17,8;37,4
2014-02-04;07:00;71;74;55;460;19,1;41,4
2014-02-04;13:00;52;75;27;463;19,4;40,5
2014-02-04;16:00;46;75;34;486;19,9;40,3
2014-02-05;00:00;3;24;48;398;19,5;33,8
2014-02-05;03:00;<2;13;7;392;18,1;41,9
2014-02-05;07:00;65;71;42;477;19,1;44,1
2014-02-05;19:00;33;64;37;456;20,2;44,3
2014-02-05;20:00;16;48;43;449;20;43,9
2014-02-05;21:00;14;46;41;437;19,9;43,8
2014-02-06;01:00;ND;ND;ND;ND;19,7;41,6
2014-02-06;04:00;ND;ND;ND;ND;19,5;41,7
2014-02-06;09:00;ND;ND;ND;ND;19,6;43,8
2014-02-06;16:00;ND;ND;ND;ND;20,1;45,7
2014-02-06;22:00;ND;ND;ND;ND;20,1;42,8
2014-02-06;23:00;ND;ND;ND;ND;20,2;43,3
2014-02-07;09:00;ND;ND;43;ND;20;40,5
2014-02-07;12:00;ND;ND;39;ND;20,3;37,8
2014-02-07;17:00;ND;ND;53;ND;20,8;36,8
2014-02-07;19:00;ND;ND;44;ND;20,7;37,5
2014-02-08;13:00;ND;ND;29;ND;20;47,3
2014-02-08;19:00;ND;ND;36;ND;20,3;38,7
2014-02-08;23:00;ND;ND;35;ND;19,9;36,8
2014-02-09;01:00;ND;ND;28;ND;20;36,8
2014-02-09;06:00;ND;ND;22;ND;19,2;35,5
2014-02-09;10:00;ND;ND;25;ND;19,3;35,1
2014-02-09;16:00;ND;ND;40;ND;19,7;36
2014-02-09;22:00;ND;ND;15;ND;19,5;38,4
2014-02-09;23:00;ND;ND;25;ND;19,5;37,8
2014-02-10;11:00;ND;ND;42;ND;19,9;37,3
2014-02-10;17:00;ND;ND;56;ND;20,4;39,8
2014-02-11;02:00;ND;ND;89;ND;19,2;38,2
2014-02-11;14:00;ND;ND;53;ND;20;37,7
2014-02-11;18:00;ND;ND;56;ND;20,2;41,3
2014-10-14;04:00;58;67;15;420;19;43
2014-10-14;06:00;145;95;53;514;19;44
2014-10-14;08:00;112;85;72;501;20;41
2014-10-14;09:00;103;87;82;501;20;41
2014-10-14;14:00;68;88;31;502;21;37
2014-10-14;15:00;75;96;37;534;21;36
2014-10-15;00:00;108;88;29;463;21;40
2014-10-15;01:00;95;77;23;458;21;42
2014-10-15;02:00;86;71;20;453;21;43
2014-10-15;04:00;149;76;33;480;20;47
2014-10-15;06:00;257;101;59;565;20;48
2014-10-15;08:00;189;90;66;520;20;50
2014-10-15;10:00;230;84;51;554;20;56
2014-10-15;14:00;106;66;48;532;21;61
2014-10-15;23:00;22;37;21;421;21;58
2014-10-16;07:00;101;65;82;532;21;61
2014-10-16;08:00;90;67;109;478;21;59
2014-10-16;09:00;74;68;95;470;21;58
2014-10-16;15:00;58;68;81;523;22;55
2014-10-17;01:00;17;45;6;414;22;58
2014-10-17;11:00;58;72;84;494;22;55
2014-10-17;13:00;75;83;62;507;22;55
2014-10-17;16:00;79;85;67;566;22;54
2014-10-17;17:00;86;83;55;536;22;56
2014-10-17;22:00;31;51;24;466;22;56
2014-10-18;01:00;34;42;14;445;22;54
2014-10-18;02:00;19;33;13;441;22;54
2014-10-18;05:00;40;40;20;454;21;58
2014-10-18;17:00;92;91;45;578;24;57
2014-10-18;21:00;52;64;36;520;24;58
2014-10-19;00:00;102;66;29;491;23;58
2014-10-19;06:00;21;44;25;457;22;58
2014-10-19;12:00;28;55;27;503;24;57
2014-10-19;17:00;49;73;34;534;24;54
2014-10-20;00:00;22;41;38;444;23;57
2014-10-20;12:00;66;68;34;500;22;49
2014-10-20;17:00;59;64;36;535;22;50
2014-10-20;22:00;21;35;19;445;21;52
2014-10-21;01:00;7;21;38;412;21;49
2014-10-21;02:00;8;25;10;414;21;49
2014-10-21;04:00;46;51;13;427;20;52
2014-10-21;12:00;36;58;28;506;21;52
2014-10-21;20:00;25;53;41;456;20;37
2014-10-22;00:00;5;31;84;391;20;33
2014-10-22;02:00;4;30;18;388;19;34
2014-10-22;03:00;14;42;17;395;19;34
2014-10-22;04:00;41;64;23;406;18;35
2014-10-22;05:00;53;70;34;429;18;36
2014-10-22;09:00;74;74;43;467;19;39
2014-10-22;18:00;66;84;45;492;20;37
2014-10-22;21:00;44;66;45;465;19;41
2014-10-23;04:00;45;58;103;441;18;50
2014-10-23;11:00;86;84;36;522;18;43
2014-10-23;12:00;72;81;31;521;19;40
2014-10-24;06:00;104;80;45;512;18;48
2014-10-24;07:00;107;80;64;539;18;47
2014-10-24;13:00;99;87;37;547;19;49
2014-10-24;17:00;80;72;47;560;19;56
2014-10-24;19:00;98;77;31;516;19;53
2014-10-24;21:00;85;71;34;508;19;53
2014-10-25;02:00;27;46;11;446;18;53
2014-10-25;11:00;77;55;28;535;19;64
2014-10-25;12:00;60;49;26;544;19;67
2014-10-25;14:00;43;53;25;558;19;62
2014-10-26;05:00;117;42;34;535;18;64
2014-10-26;11:00;42;50;23;508;19;64
2014-10-26;12:00;38;52;21;515;19;62
2014-10-26;16:00;71;75;27;568;20;55
2014-10-26;17:00;88;78;29;567;20;56
2014-10-26;19:00;129;81;29;552;20;56
2014-10-26;21:00;69;64;21;505;19;56
2014-10-27;10:00;234;94;51;573;18;60
2014-10-27;16:00;124;84;49;597;20;56
2014-10-28;06:00;100;50;34;475;17;58
2014-10-28;07:00;115;54;46;519;17;57
2014-10-28;17:00;149;67;56;607;17;57
2014-10-28;19:00;95;64;38;507;17;58
2014-10-28;20:00;73;58;31;488;17;59
2014-10-29;17:00;181;83;67;631;19;62
2014-10-30;03:00;72;38;62;510;18;67
2014-10-30;07:00;210;83;64;571;18;63
2014-10-30;09:00;160;79;57;548;18;57
2014-10-30;14:00;88;85;44;559;20;49
2014-10-30;15:00;115;92;58;588;20;49
2014-10-30;16:00;126;91;74;641;21;51
2014-10-30;19:00;109;82;50;558;20;53
2014-10-30;23:00;74;62;36;515;19;56
2014-10-31;02:00;44;51;20;477;19;56
2014-10-31;07:00;182;85;51;555;18;54
2014-10-31;13:00;95;84;48;559;21;48
2014-10-31;14:00;ND;ND;54;ND;21;46
2014-10-31;17:00;109;88;62;576;21;49
2014-11-01;03:00;101;54;23;444;18;61
2014-11-01;12:00;43;66;37;476;20;59
2014-11-01;13:00;47;69;39;484;20;58
2014-11-01;17:00;95;83;51;550;21;60
2014-11-01;21:00;70;64;41;480;20;64
2014-11-02;01:00;54;60;16;425;20;60
2014-11-02;03:00;24;46;6;413;19;57
2014-11-02;04:00;19;39;12;415;19;58
2013-07-30;03:00;8;37;13;342;ND;ND
2013-07-30;05:00;82;84;38;367;ND;ND
2013-07-30;07:00;75;80;58;422;ND;ND
2013-07-30;09:00;48;93;53;410;ND;ND
2013-07-31;02:00;5;31;10;365;27;49
2013-07-31;05:00;84;62;33;390;26;55
2013-07-31;07:00;110;70;64;454;26;53
2013-07-31;11:00;56;67;17;464;27;50
2013-07-31;12:00;72;78;39;489;28;48
2013-07-31;14:00;51;94;25;515;28;48
2013-07-31;16:00;44;101;29;568;28;46
2013-07-31;19:00;25;94;30;527;29;45
2013-07-31;21:00;75;111;40;535;29;47
2013-07-31;22:00;46;101;34;523;28;48
2013-08-01;00:00;48;93;46;486;29;46
2013-08-01;01:00;34;80;47;469;29;47
2013-08-01;02:00;16;61;24;459;28;48
2013-08-01;05:00;117;84;47;474;26;53
2013-08-01;07:00;102;99;51;509;27;52
2013-08-01;17:00;37;148;36;659;32;30
2013-08-01;22:00;26;136;40;616;31;36
2013-08-01;23:00;27;120;41;587;31;37
2013-08-02;05:00;119;120;55;590;29;48
2013-08-02;06:00;172;130;63;612;28;49
2013-08-02;10:00;ND;ND;38;ND;31;34
2013-08-02;16:00;ND;ND;67;604;32;39
2013-08-03;04:00;ND;ND;17;317;28;37
2013-08-03;13:00;ND;ND;29;406;29;29
2013-08-03;22:00;ND;ND;32;398;29;29
2013-08-04;16:00;ND;ND;23;454;30;22
2013-08-04;21:00;ND;ND;31;411;29;25
2013-08-05;13:00;ND;ND;40;ND;30;37
2013-08-06;00:00;ND;ND;20;ND;29;34
2013-08-06;01:00;ND;ND;20;ND;28;36
2013-08-06;03:00;ND;ND;13;ND;27;40
2013-08-06;04:00;ND;ND;23;ND;27;43
2013-08-06;07:00;ND;ND;31;ND;26;45
2013-08-06;08:00;ND;ND;28;ND;27;42
2013-08-06;17:00;ND;ND;33;ND;28;34
2013-08-06;22:00;ND;ND;33;ND;28;35
2013-08-07;00:00;ND;ND;20;ND;29;34
2013-08-07;01:00;ND;ND;22;ND;29;37
2013-08-07;04:00;ND;ND;34;ND;27;53
2013-08-07;14:00;ND;ND;26;ND;26;48
2013-08-07;16:00;ND;ND;38;ND;27;49
2013-08-08;20:00;ND;ND;36;505;27;35
2013-08-09;05:00;ND;ND;39;457;25;43
2013-08-09;06:00;ND;ND;45;471;25;43
2013-08-09;07:00;ND;ND;53;495;25;44
2013-08-09;10:00;ND;ND;29;497;27;43
2013-08-09;11:00;ND;ND;23;545;27;38
2013-08-09;14:00;ND;ND;32;630;27;43
2013-08-09;16:00;ND;ND;20;630;28;38
2013-08-09;23:00;ND;ND;19;458;26;34
2013-08-10;10:00;ND;ND;21;432;25;41
2013-08-10;17:00;ND;ND;28;531;27;29
2013-08-10;22:00;ND;ND;26;470;26;30
2013-08-11;05:00;ND;ND;26;398;24;38
2013-08-11;07:00;ND;ND;18;395;24;35
2013-08-11;17:00;ND;ND;25;547;27;37
2013-08-11;21:00;ND;ND;27;531;27;40
2013-08-11;23:00;ND;ND;24;486;27;40
2013-08-12;02:00;ND;ND;17;442;27;41
2013-08-12;14:00;21;70;57;564;26;36
2013-08-12;15:00;31;71;40;571;26;33
2013-08-12;16:00;26;64;35;557;26;32
2014-01-01;08:00;9;36;17;418;18,8;46,4
2014-01-01;18:00;66;68;25;602;19,7;51,6
2014-01-01;19:00;30;50;20;573;19,6;51,3
2014-01-02;04:00;<2;17;18;475;18,4;51,6
2014-01-02;07:00;31;61;34;516;19;51,7
2014-01-02;21:00;44;62;35;554;20;49,9
2014-01-02;22:00;42;66;38;565;20;50,4
2014-01-03;04:00;3;20;18;483;18,5;50,2
2014-01-03;09:00;26;48;135;590;20,1;53,6
2014-01-03;10:00;31;60;56;564;20,1;52,5
2014-01-04;07:00;17;42;10;491;19,3;47
2014-01-04;15:00;56;72;40;641;20,6;49,7
2014-01-05;03:00;11;44;20;472;18,9;37,4
2014-01-05;12:00;24;61;15;534;19,3;41,4
2014-01-05;16:00;67;74;37;580;19,7;42,9
2014-01-06;03:00;<2;10;21;482;19,5;55,8
2014-01-06;11:00;31;49;21;543;20,3;53,7
2014-01-06;14:00;35;51;29;554;20,4;52,6
2014-01-06;15:00;37;51;34;564;20,6;52,9
2014-01-06;18:00;25;46;45;580;21;53,7
2014-01-06;22:00;9;39;26;509;20,4;50,9
2014-01-07;08:00;59;67;48;571;20,3;51,7
2014-01-07;14:00;67;61;35;551;20,8;53,1
2014-01-08;02:00;5;28;32;465;19,7;48,5
2014-01-08;05:00;45;56;22;477;19,7;51,2
2014-01-08;16:00;115;71;54;620;21,3;56,2
2014-01-09;05:00;20;38;48;414;19,9;52,1
2014-01-09;08:00;69;62;63;493;20,8;55,1
2014-01-09;09:00;71;63;56;458;20,8;53
2014-01-09;13:00;33;64;36;471;20,9;49,1
2014-01-09;14:00;34;66;40;457;21;50,1
2014-01-09;16:00;46;70;47;495;21,1;46,9
2014-01-09;22:00;41;64;34;426;20,4;43,3
2014-01-09;23:00;30;55;35;403;20,4;43,4
2014-03-02;14:00;28;64;18;513;19,7;33,5
2014-03-02;15:00;48;79;21;522;19,8;33,7
2014-03-02;16:00;41;78;21;526;19,9;33,4
2014-03-02;20:00;12;54;22;474;19,8;33,3
2014-03-02;22:00;8;48;19;471;19,7;32,9
2014-03-02;23:00;6;39;31;452;19,7;34,9
2014-03-03;00:00;7;38;22;440;18,9;46,4
2014-03-03;01:00;3;29;17;444;17,7;49,4
2014-03-03;16:00;62;84;29;544;20,2;44,7
2014-03-04;10:00;84;79;41;505;19,6;41,5
2014-03-04;14:00;76;84;36;518;20,1;36,8
2014-03-04;15:00;66;81;47;527;20,1;35,4
2014-03-04;18:00;65;84;46;569;20,5;36
2014-03-05;01:00;38;75;29;460;18,9;37,6
2014-03-05;04:00;22;67;30;472;18,4;39,3
2014-03-05;05:00;157;88;40;536;19;39,8
2014-03-05;08:00;117;87;65;563;19,6;41,9
2014-03-05;10:00;46;76;35;490;19,8;39,8
2014-03-05;14:00;27;67;28;497;20,3;34,3
2014-03-05;18:00;64;91;48;552;20,8;36,2
2014-03-05;20:00;47;88;32;485;20,4;33,7
2014-03-06;01:00;66;80;30;487;20,2;34,8
2014-03-06;02:00;81;79;39;503;20;35,8
2014-03-06;04:00;106;77;50;521;19,7;36
2014-03-06;08:00;192;93;93;607;19,8;38,2
2014-03-06;16:00;68;91;57;544;20,8;32
2014-03-06;19:00;115;102;48;521;21,1;32,8
2014-03-06;20:00;117;97;53;514;20,6;31,9
2014-03-06;23:00;75;76;52;486;20,2;34,1
2014-03-07;07:00;211;100;94;589;19,6;37,9
2014-03-07;08:00;198;97;87;603;19,9;38,1
2014-03-07;15:00;57;99;56;545;20,9;32,3
2014-03-07;16:00;61;99;60;583;21,1;33,1
2014-03-07;20:00;33;85;50;503;21;36,2
2014-03-07;23:00;41;77;43;490;20,7;39,6
2014-03-08;13:00;12;63;44;505;20,8;39
2014-03-08;18:00;76;108;49;548;21,5;39
2014-03-08;19:00;71;99;49;531;21,4;38,3
2014-03-08;23:00;24;69;41;488;20,9;36,8
2014-03-09;02:00;46;71;27;469;20,8;35,6
2014-03-09;04:00;15;48;31;466;20,4;34,7
2014-03-09;20:00;112;123;53;510;21,1;36,7
2014-03-10;06:00;152;97;64;572;20;40,7
2014-03-10;10:00;123;104;87;547;21;40,2
2014-03-10;12:00;18;76;28;489;21,2;38,7
2014-03-10;17:00;26;83;69;545;22,1;39,4
2014-03-11;13:00;36;57;63;509;21,2;43
2014-03-11;14:00;36;60;68;511;21,4;43,1
2014-03-11;15:00;34;60;69;515;21,5;44
2014-03-11;18:00;41;64;71;549;21,9;45,6
2014-03-11;23:00;23;47;53;460;21,1;42,4
2014-03-12;01:00;15;42;48;456;19,7;43
2014-03-12;21:00;150;119;61;511;21,5;35,4
2014-03-13;14:00;34;98;40;482;21,8;36,1
2014-03-13;20:00;74;117;82;503;22,1;36
2014-03-14;01:00;46;73;68;480;21,1;45,9
2014-03-14;03:00;40;64;109;481;20,5;45,8
2014-03-14;04:00;43;57;61;485;20,5;45,9
2014-03-14;16:00;35;90;56;ND;22,6;37,3
2014-03-15;02:00;4;38;51;ND;21;43,8
2014-03-15;14:00;18;55;29;ND;21,7;42,7
2014-03-16;01:00;27;58;27;ND;21,3;42,3
2014-03-16;05:00;14;43;23;ND;20,6;43,2
2014-03-16;07:00;12;37;24;ND;20,6;42,8
2014-03-16;08:00;12;36;20;ND;20,7;43,4
2014-03-16;17:00;30;72;38;ND;21,8;44
2014-03-17;11:00;58;68;39;ND;21,2;43,4
2014-03-17;16:00;44;57;48;ND;21,5;46,2
2014-03-17;20:00;44;63;38;ND;21,4;43,6
2014-03-18;06:00;56;55;42;ND;20,6;45,7
2014-03-18;11:00;58;70;30;ND;21,2;42,4
2014-03-18;12:00;53;67;37;ND;21,3;42,7
2014-03-18;16:00;33;62;46;524;21,7;41
2014-03-18;17:00;25;59;52;545;21,9;41,6
2014-03-18;21:00;9;46;31;464;21,4;41,6
2014-03-19;00:00;6;39;26;437;20,9;42,4
2014-03-19;01:00;5;37;21;435;20,4;52,8
2014-03-19;05:00;35;64;29;455;20,2;45,8
2014-03-19;07:00;45;70;59;526;20,6;45,4
2014-03-19;11:00;40;70;33;503;21,1;42,4
2014-03-19;16:00;69;88;54;537;21,9;42,2
2014-03-20;00:00;83;87;66;463;21,1;42
2014-03-20;03:00;37;66;25;454;20,1;41,8
2014-03-20;06:00;173;95;55;523;20,6;41,6
2014-03-20;07:00;186;99;67;564;20,8;42,3
2014-03-20;09:00;77;81;52;495;21,3;40,1
2014-03-20;19:00;47;99;59;500;22,6;39,1
2014-03-20;21:00;23;78;44;469;22,1;41,1
2014-03-21;02:00;3;30;19;425;20,6;46,1
2014-03-21;03:00;3;25;28;424;20,8;45,1
2014-03-21;08:00;37;65;86;539;21,4;47,9
2014-03-21;12:00;ND;ND;30;ND;21,7;37,8
2014-03-21;13:00;39;84;27;480;19,6;34,5
2014-03-21;20:00;47;91;27;473;22;32,6
2014-03-21;21:00;48;89;24;472;21,9;32,6
2014-03-21;22:00;32;78;23;468;21,7;32,8
2014-03-22;03:00;8;44;18;419;21;37,7
2014-03-22;06:00;10;45;16;428;20,8;39,6
2014-03-22;10:00;24;65;14;462;21;43,1
2014-03-22;15:00;18;60;21;503;21,6;31,6
2014-01-29;05:00;43;54;18;435;18,5;42,5
2014-01-29;07:00;105;73;32;507;18,7;42
2014-01-29;09:00;66;65;38;499;19,1;40,2
